ProductID,ProductCategory,ProductBrand,ProductName,ProductPrice,MinDiscount,MaxDiscount,Rating,Features,StockAvailability,WarrantyPeriod,Color,Description
SMA-XIA-5,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-970,107690,9,38,4.1,"Fitness Tracking, GPS, Waterproof",In Stock,1 Year,Black,"Category: Smartwatch, Brand: Xiaomi, Name: Xiaomi Smartwatch Model-970, Price: ₹107690, Discount Range: 9% - 38%, Rating: 4.1, Features: Fitness Tracking, GPS, Waterproof, Warranty: 1 Year Years, Color: Black"
SMA-VIV-2,Smartphone,Vivo,Vivo Smartphone Model-492,114276,11,23,5.0,"5G, AMOLED Display, Fast Charging",Out of Stock,2 Years,Black,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-492, Price: ₹114276, Discount Range: 11% - 23%, Rating: 5.0, Features: 5G, AMOLED Display, Fast Charging, Warranty: 2 Years Years, Color: Black"
SMA-APP-1,Smartwatch,Apple,Apple Smartwatch Model-126,86548,17,27,4.5,"Customizable Watch Faces, Heart Rate Monitor, Waterproof",Out of Stock,3 Years,Black,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-126, Price: ₹86548, Discount Range: 17% - 27%, Rating: 4.5, Features: Customizable Watch Faces, Heart Rate Monitor, Waterproof, Warranty: 3 Years Years, Color: Black"
TAB-HUA-13,Tablet,Huawei,Huawei Tablet Model-940,99666,6,30,3.7,"Detachable Keyboard, Long Battery Life, Stylus Support",Out of Stock,2 Years,Red,"Category: Tablet, Brand: Huawei, Name: Huawei Tablet Model-940, Price: ₹99666, Discount Range: 6% - 30%, Rating: 3.7, Features: Detachable Keyboard, Long Battery Life, Stylus Support, Warranty: 2 Years Years, Color: Red"
TAB-MIC-13,Tablet,Microsoft,Microsoft Tablet Model-975,5457,6,21,3.3,"Long Battery Life, Stylus Support, Detachable Keyboard",Out of Stock,3 Years,White,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-975, Price: ₹5457, Discount Range: 6% - 21%, Rating: 3.3, Features: Long Battery Life, Stylus Support, Detachable Keyboard, Warranty: 3 Years Years, Color: White"
HEA-BOA-6,Headphones,Boat,Boat Headphones Model-670,97269,17,28,3.5,"Waterproof, Noise Cancellation, Wireless",In Stock,2 Years,Silver,"Category: Headphones, Brand: Boat, Name: Boat Headphones Model-670, Price: ₹97269, Discount Range: 17% - 28%, Rating: 3.5, Features: Waterproof, Noise Cancellation, Wireless, Warranty: 2 Years Years, Color: Silver"
SMA-APP-13,Smartphone,Apple,Apple Smartphone Model-189,114752,6,45,3.9,"5G, Dual SIM, Fast Charging",In Stock,3 Years,Blue,"Category: Smartphone, Brand: Apple, Name: Apple Smartphone Model-189, Price: ₹114752, Discount Range: 6% - 45%, Rating: 3.9, Features: 5G, Dual SIM, Fast Charging, Warranty: 3 Years Years, Color: Blue"
TAB-MIC-9,Tablet,Microsoft,Microsoft Tablet Model-950,9649,9,23,4.5,"Detachable Keyboard, 10-inch Display, Stylus Support",In Stock,2 Years,Silver,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-950, Price: ₹9649, Discount Range: 9% - 23%, Rating: 4.5, Features: Detachable Keyboard, 10-inch Display, Stylus Support, Warranty: 2 Years Years, Color: Silver"
SMA-OPP-4,Smartphone,Oppo,Oppo Smartphone Model-767,43791,17,34,4.1,"Water Resistant, Fast Charging, AMOLED Display",In Stock,1 Year,Silver,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-767, Price: ₹43791, Discount Range: 17% - 34%, Rating: 4.1, Features: Water Resistant, Fast Charging, AMOLED Display, Warranty: 1 Year Years, Color: Silver"
SMA-APP-5,Smartwatch,Apple,Apple Smartwatch Model-510,130227,11,31,4.8,"Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor",Out of Stock,2 Years,Red,"Category: Smartwatch, Brand: Apple, Name: Apple Smartwatch Model-510, Price: ₹130227, Discount Range: 11% - 31%, Rating: 4.8, Features: Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor, Warranty: 2 Years Years, Color: Red"
SMA-VIV-11,Smartphone,Vivo,Vivo Smartphone Model-510,115095,18,43,3.1,"AMOLED Display, Dual SIM, 5G",Out of Stock,2 Years,Silver,"Category: Smartphone, Brand: Vivo, Name: Vivo Smartphone Model-510, Price: ₹115095, Discount Range: 18% - 43%, Rating: 3.1, Features: AMOLED Display, Dual SIM, 5G, Warranty: 2 Years Years, Color: Silver"
CAM-GOP-11,Camera,GoPro,GoPro Camera Model-727,28923,7,40,3.6,"4K Video, Touchscreen, High ISO Sensitivity",Out of Stock,1 Year,Red,"Category: Camera, Brand: GoPro, Name: GoPro Camera Model-727, Price: ₹28923, Discount Range: 7% - 40%, Rating: 3.6, Features: 4K Video, Touchscreen, High ISO Sensitivity, Warranty: 1 Year Years, Color: Red"
HEA-BEA-12,Headphones,Beats,Beats Headphones Model-894,80537,16,45,3.1,"Waterproof, Foldable, Bass Boost",Out of Stock,3 Years,White,"Category: Headphones, Brand: Beats, Name: Beats Headphones Model-894, Price: ₹80537, Discount Range: 16% - 45%, Rating: 3.1, Features: Waterproof, Foldable, Bass Boost, Warranty: 3 Years Years, Color: White"
HEA-BOS-5,Headphones,Bose,Bose Headphones Model-275,86656,8,21,3.8,"Noise Cancellation, Wireless, Foldable",In Stock,1 Year,White,"Category: Headphones, Brand: Bose, Name: Bose Headphones Model-275, Price: ₹86656, Discount Range: 8% - 21%, Rating: 3.8, Features: Noise Cancellation, Wireless, Foldable, Warranty: 1 Year Years, Color: White"
TAB-MIC-14,Tablet,Microsoft,Microsoft Tablet Model-248,73479,10,28,4.8,"Long Battery Life, Detachable Keyboard, Stylus Support",Out of Stock,1 Year,Red,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-248, Price: ₹73479, Discount Range: 10% - 28%, Rating: 4.8, Features: Long Battery Life, Detachable Keyboard, Stylus Support, Warranty: 1 Year Years, Color: Red"
SMA-XIA-5,Smartphone,Xiaomi,Xiaomi Smartphone Model-355,36609,18,31,4.5,"Water Resistant, Dual SIM, 5G",Out of Stock,2 Years,Black,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-355, Price: ₹36609, Discount Range: 18% - 31%, Rating: 4.5, Features: Water Resistant, Dual SIM, 5G, Warranty: 2 Years Years, Color: Black"
TAB-SAM-12,Tablet,Samsung,Samsung Tablet Model-277,48268,6,35,4.9,"10-inch Display, Stylus Support, Quad Speakers",In Stock,3 Years,Blue,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-277, Price: ₹48268, Discount Range: 6% - 35%, Rating: 4.9, Features: 10-inch Display, Stylus Support, Quad Speakers, Warranty: 3 Years Years, Color: Blue"
SMA-XIA-13,Smartphone,Xiaomi,Xiaomi Smartphone Model-180,61974,19,47,3.9,"5G, AMOLED Display, Dual SIM",In Stock,3 Years,Black,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-180, Price: ₹61974, Discount Range: 19% - 47%, Rating: 3.9, Features: 5G, AMOLED Display, Dual SIM, Warranty: 3 Years Years, Color: Black"
LAP-ACE-15,Laptop,Acer,Acer Laptop Model-188,132335,7,44,4.2,"Backlit Keyboard, Touchscreen, Lightweight",Out of Stock,3 Years,Black,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-188, Price: ₹132335, Discount Range: 7% - 44%, Rating: 4.2, Features: Backlit Keyboard, Touchscreen, Lightweight, Warranty: 3 Years Years, Color: Black"
CAM-FUJ-11,Camera,Fujifilm,Fujifilm Camera Model-858,54842,6,49,4.7,"High ISO Sensitivity, Image Stabilization, WiFi Connectivity",In Stock,3 Years,Silver,"Category: Camera, Brand: Fujifilm, Name: Fujifilm Camera Model-858, Price: ₹54842, Discount Range: 6% - 49%, Rating: 4.7, Features: High ISO Sensitivity, Image Stabilization, WiFi Connectivity, Warranty: 3 Years Years, Color: Silver"
SMA-HUA-12,Smartwatch,Huawei,Huawei Smartwatch Model-259,61579,6,33,4.8,"Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor",In Stock,1 Year,Black,"Category: Smartwatch, Brand: Huawei, Name: Huawei Smartwatch Model-259, Price: ₹61579, Discount Range: 6% - 33%, Rating: 4.8, Features: Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor, Warranty: 1 Year Years, Color: Black"
HEA-SON-2,Headphones,Sony,Sony Headphones Model-920,72757,20,32,3.1,"Bass Boost, Noise Cancellation, Foldable",Out of Stock,2 Years,Blue,"Category: Headphones, Brand: Sony, Name: Sony Headphones Model-920, Price: ₹72757, Discount Range: 20% - 32%, Rating: 3.1, Features: Bass Boost, Noise Cancellation, Foldable, Warranty: 2 Years Years, Color: Blue"
HEA-SKU-7,Headphones,Skullcandy,Skullcandy Headphones Model-730,38054,18,36,3.6,"Waterproof, Noise Cancellation, Foldable",In Stock,2 Years,White,"Category: Headphones, Brand: Skullcandy, Name: Skullcandy Headphones Model-730, Price: ₹38054, Discount Range: 18% - 36%, Rating: 3.6, Features: Waterproof, Noise Cancellation, Foldable, Warranty: 2 Years Years, Color: White"
SMA-SAM-8,Smartwatch,Samsung,Samsung Smartwatch Model-586,135298,16,40,3.7,"Customizable Watch Faces, GPS, Fitness Tracking",In Stock,2 Years,Blue,"Category: Smartwatch, Brand: Samsung, Name: Samsung Smartwatch Model-586, Price: ₹135298, Discount Range: 16% - 40%, Rating: 3.7, Features: Customizable Watch Faces, GPS, Fitness Tracking, Warranty: 2 Years Years, Color: Blue"
TAB-SAM-15,Tablet,Samsung,Samsung Tablet Model-274,48852,13,50,3.1,"Long Battery Life, Stylus Support, Quad Speakers",Out of Stock,1 Year,White,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-274, Price: ₹48852, Discount Range: 13% - 50%, Rating: 3.1, Features: Long Battery Life, Stylus Support, Quad Speakers, Warranty: 1 Year Years, Color: White"
SMA-HUA-11,Smartwatch,Huawei,Huawei Smartwatch Model-242,55303,15,45,3.0,"Customizable Watch Faces, Waterproof, Fitness Tracking",Out of Stock,2 Years,Silver,"Category: Smartwatch, Brand: Huawei, Name: Huawei Smartwatch Model-242, Price: ₹55303, Discount Range: 15% - 45%, Rating: 3.0, Features: Customizable Watch Faces, Waterproof, Fitness Tracking, Warranty: 2 Years Years, Color: Silver"
TAB-AMA-12,Tablet,Amazon,Amazon Tablet Model-245,9932,16,26,4.4,"Stylus Support, Quad Speakers, 10-inch Display",Out of Stock,2 Years,Black,"Category: Tablet, Brand: Amazon, Name: Amazon Tablet Model-245, Price: ₹9932, Discount Range: 16% - 26%, Rating: 4.4, Features: Stylus Support, Quad Speakers, 10-inch Display, Warranty: 2 Years Years, Color: Black"
CAM-CAN-5,Camera,Canon,Canon Camera Model-498,75425,13,47,3.2,"4K Video, High ISO Sensitivity, Touchscreen",Out of Stock,2 Years,Black,"Category: Camera, Brand: Canon, Name: Canon Camera Model-498, Price: ₹75425, Discount Range: 13% - 47%, Rating: 3.2, Features: 4K Video, High ISO Sensitivity, Touchscreen, Warranty: 2 Years Years, Color: Black"
TAB-MIC-12,Tablet,Microsoft,Microsoft Tablet Model-349,71521,13,36,4.1,"Quad Speakers, Detachable Keyboard, Long Battery Life",In Stock,1 Year,Silver,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-349, Price: ₹71521, Discount Range: 13% - 36%, Rating: 4.1, Features: Quad Speakers, Detachable Keyboard, Long Battery Life, Warranty: 1 Year Years, Color: Silver"
SMA-GAR-4,Smartwatch,Garmin,Garmin Smartwatch Model-450,101525,12,32,3.8,"GPS, Customizable Watch Faces, Waterproof",Out of Stock,3 Years,Black,"Category: Smartwatch, Brand: Garmin, Name: Garmin Smartwatch Model-450, Price: ₹101525, Discount Range: 12% - 32%, Rating: 3.8, Features: GPS, Customizable Watch Faces, Waterproof, Warranty: 3 Years Years, Color: Black"
TAB-HUA-5,Tablet,Huawei,Huawei Tablet Model-999,58262,13,43,3.7,"Quad Speakers, 10-inch Display, Stylus Support",Out of Stock,2 Years,Red,"Category: Tablet, Brand: Huawei, Name: Huawei Tablet Model-999, Price: ₹58262, Discount Range: 13% - 43%, Rating: 3.7, Features: Quad Speakers, 10-inch Display, Stylus Support, Warranty: 2 Years Years, Color: Red"
LAP-ACE-5,Laptop,Acer,Acer Laptop Model-697,20536,19,46,4.5,"Touchscreen, High-Performance GPU, Lightweight",Out of Stock,2 Years,Black,"Category: Laptop, Brand: Acer, Name: Acer Laptop Model-697, Price: ₹20536, Discount Range: 19% - 46%, Rating: 4.5, Features: Touchscreen, High-Performance GPU, Lightweight, Warranty: 2 Years Years, Color: Black"
TAB-MIC-7,Tablet,Microsoft,Microsoft Tablet Model-919,25698,12,32,5.0,"Detachable Keyboard, Long Battery Life, Stylus Support",In Stock,3 Years,Red,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-919, Price: ₹25698, Discount Range: 12% - 32%, Rating: 5.0, Features: Detachable Keyboard, Long Battery Life, Stylus Support, Warranty: 3 Years Years, Color: Red"
SMA-HUA-5,Smartwatch,Huawei,Huawei Smartwatch Model-207,55854,14,31,3.7,"GPS, Fitness Tracking, Heart Rate Monitor",In Stock,3 Years,Silver,"Category: Smartwatch, Brand: Huawei, Name: Huawei Smartwatch Model-207, Price: ₹55854, Discount Range: 14% - 31%, Rating: 3.7, Features: GPS, Fitness Tracking, Heart Rate Monitor, Warranty: 3 Years Years, Color: Silver"
SMA-GOO-9,Smartphone,Google,Google Smartphone Model-506,137373,20,23,4.9,"Fast Charging, Water Resistant, AMOLED Display",In Stock,1 Year,Red,"Category: Smartphone, Brand: Google, Name: Google Smartphone Model-506, Price: ₹137373, Discount Range: 20% - 23%, Rating: 4.9, Features: Fast Charging, Water Resistant, AMOLED Display, Warranty: 1 Year Years, Color: Red"
TAB-HUA-4,Tablet,Huawei,Huawei Tablet Model-178,120640,6,45,4.3,"Detachable Keyboard, Quad Speakers, 10-inch Display",Out of Stock,2 Years,White,"Category: Tablet, Brand: Huawei, Name: Huawei Tablet Model-178, Price: ₹120640, Discount Range: 6% - 45%, Rating: 4.3, Features: Detachable Keyboard, Quad Speakers, 10-inch Display, Warranty: 2 Years Years, Color: White"
SMA-REA-11,Smartphone,Realme,Realme Smartphone Model-737,20106,18,42,3.8,"5G, Water Resistant, Fast Charging",In Stock,2 Years,Red,"Category: Smartphone, Brand: Realme, Name: Realme Smartphone Model-737, Price: ₹20106, Discount Range: 18% - 42%, Rating: 3.8, Features: 5G, Water Resistant, Fast Charging, Warranty: 2 Years Years, Color: Red"
CAM-CAN-7,Camera,Canon,Canon Camera Model-216,33036,7,47,4.8,"WiFi Connectivity, Image Stabilization, High ISO Sensitivity",In Stock,1 Year,Red,"Category: Camera, Brand: Canon, Name: Canon Camera Model-216, Price: ₹33036, Discount Range: 7% - 47%, Rating: 4.8, Features: WiFi Connectivity, Image Stabilization, High ISO Sensitivity, Warranty: 1 Year Years, Color: Red"
CAM-NIK-9,Camera,Nikon,Nikon Camera Model-472,44735,18,29,4.7,"4K Video, High ISO Sensitivity, Image Stabilization",Out of Stock,1 Year,Silver,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-472, Price: ₹44735, Discount Range: 18% - 29%, Rating: 4.7, Features: 4K Video, High ISO Sensitivity, Image Stabilization, Warranty: 1 Year Years, Color: Silver"
HEA-SON-1,Headphones,Sony,Sony Headphones Model-349,10628,10,32,3.3,"Foldable, Noise Cancellation, Waterproof",In Stock,2 Years,Blue,"Category: Headphones, Brand: Sony, Name: Sony Headphones Model-349, Price: ₹10628, Discount Range: 10% - 32%, Rating: 3.3, Features: Foldable, Noise Cancellation, Waterproof, Warranty: 2 Years Years, Color: Blue"
SMA-REA-5,Smartphone,Realme,Realme Smartphone Model-565,96382,16,47,3.7,"5G, Fast Charging, Dual SIM",In Stock,3 Years,White,"Category: Smartphone, Brand: Realme, Name: Realme Smartphone Model-565, Price: ₹96382, Discount Range: 16% - 47%, Rating: 3.7, Features: 5G, Fast Charging, Dual SIM, Warranty: 3 Years Years, Color: White"
CAM-OLY-1,Camera,Olympus,Olympus Camera Model-110,63763,19,30,3.5,"4K Video, High ISO Sensitivity, Image Stabilization",Out of Stock,2 Years,White,"Category: Camera, Brand: Olympus, Name: Olympus Camera Model-110, Price: ₹63763, Discount Range: 19% - 30%, Rating: 3.5, Features: 4K Video, High ISO Sensitivity, Image Stabilization, Warranty: 2 Years Years, Color: White"
CAM-OLY-4,Camera,Olympus,Olympus Camera Model-317,123511,12,49,3.4,"High ISO Sensitivity, Touchscreen, Image Stabilization",Out of Stock,1 Year,Silver,"Category: Camera, Brand: Olympus, Name: Olympus Camera Model-317, Price: ₹123511, Discount Range: 12% - 49%, Rating: 3.4, Features: High ISO Sensitivity, Touchscreen, Image Stabilization, Warranty: 1 Year Years, Color: Silver"
HEA-SKU-12,Headphones,Skullcandy,Skullcandy Headphones Model-374,18373,9,24,4.6,"Bass Boost, Wireless, Waterproof",Out of Stock,2 Years,White,"Category: Headphones, Brand: Skullcandy, Name: Skullcandy Headphones Model-374, Price: ₹18373, Discount Range: 9% - 24%, Rating: 4.6, Features: Bass Boost, Wireless, Waterproof, Warranty: 2 Years Years, Color: White"
SMA-GOO-8,Smartphone,Google,Google Smartphone Model-310,88622,13,50,3.9,"Water Resistant, Fast Charging, Dual SIM",In Stock,2 Years,Blue,"Category: Smartphone, Brand: Google, Name: Google Smartphone Model-310, Price: ₹88622, Discount Range: 13% - 50%, Rating: 3.9, Features: Water Resistant, Fast Charging, Dual SIM, Warranty: 2 Years Years, Color: Blue"
TAB-SAM-11,Tablet,Samsung,Samsung Tablet Model-676,70575,8,36,3.3,"Detachable Keyboard, Stylus Support, 10-inch Display",In Stock,3 Years,Silver,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-676, Price: ₹70575, Discount Range: 8% - 36%, Rating: 3.3, Features: Detachable Keyboard, Stylus Support, 10-inch Display, Warranty: 3 Years Years, Color: Silver"
LAP-APP-10,Laptop,Apple,Apple Laptop Model-115,97446,6,34,3.2,"Lightweight, High-Performance GPU, SSD Storage",Out of Stock,3 Years,White,"Category: Laptop, Brand: Apple, Name: Apple Laptop Model-115, Price: ₹97446, Discount Range: 6% - 34%, Rating: 3.2, Features: Lightweight, High-Performance GPU, SSD Storage, Warranty: 3 Years Years, Color: White"
SMA-SAM-15,Smartwatch,Samsung,Samsung Smartwatch Model-908,138725,11,47,3.9,"Fitness Tracking, Customizable Watch Faces, GPS",In Stock,2 Years,Silver,"Category: Smartwatch, Brand: Samsung, Name: Samsung Smartwatch Model-908, Price: ₹138725, Discount Range: 11% - 47%, Rating: 3.9, Features: Fitness Tracking, Customizable Watch Faces, GPS, Warranty: 2 Years Years, Color: Silver"
CAM-NIK-8,Camera,Nikon,Nikon Camera Model-418,115191,19,46,3.4,"4K Video, High ISO Sensitivity, Touchscreen",Out of Stock,3 Years,White,"Category: Camera, Brand: Nikon, Name: Nikon Camera Model-418, Price: ₹115191, Discount Range: 19% - 46%, Rating: 3.4, Features: 4K Video, High ISO Sensitivity, Touchscreen, Warranty: 3 Years Years, Color: White"
TAB-SAM-8,Tablet,Samsung,Samsung Tablet Model-976,141756,10,33,4.9,"Detachable Keyboard, Quad Speakers, Long Battery Life",In Stock,3 Years,Silver,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-976, Price: ₹141756, Discount Range: 10% - 33%, Rating: 4.9, Features: Detachable Keyboard, Quad Speakers, Long Battery Life, Warranty: 3 Years Years, Color: Silver"
HEA-SEN-6,Headphones,Sennheiser,Sennheiser Headphones Model-462,146202,8,23,4.4,"Wireless, Waterproof, Noise Cancellation",Out of Stock,3 Years,Blue,"Category: Headphones, Brand: Sennheiser, Name: Sennheiser Headphones Model-462, Price: ₹146202, Discount Range: 8% - 23%, Rating: 4.4, Features: Wireless, Waterproof, Noise Cancellation, Warranty: 3 Years Years, Color: Blue"
LAP-MSI-10,Laptop,MSI,MSI Laptop Model-652,12883,18,27,4.6,"Lightweight, High-Performance GPU, SSD Storage",Out of Stock,2 Years,Black,"Category: Laptop, Brand: MSI, Name: MSI Laptop Model-652, Price: ₹12883, Discount Range: 18% - 27%, Rating: 4.6, Features: Lightweight, High-Performance GPU, SSD Storage, Warranty: 2 Years Years, Color: Black"
HEA-BOS-6,Headphones,Bose,Bose Headphones Model-375,112582,20,46,4.2,"Bass Boost, Foldable, Noise Cancellation",In Stock,2 Years,Blue,"Category: Headphones, Brand: Bose, Name: Bose Headphones Model-375, Price: ₹112582, Discount Range: 20% - 46%, Rating: 4.2, Features: Bass Boost, Foldable, Noise Cancellation, Warranty: 2 Years Years, Color: Blue"
SMA-XIA-6,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-674,9389,6,46,3.5,"Heart Rate Monitor, GPS, Waterproof",In Stock,1 Year,Red,"Category: Smartwatch, Brand: Xiaomi, Name: Xiaomi Smartwatch Model-674, Price: ₹9389, Discount Range: 6% - 46%, Rating: 3.5, Features: Heart Rate Monitor, GPS, Waterproof, Warranty: 1 Year Years, Color: Red"
TAB-MIC-4,Tablet,Microsoft,Microsoft Tablet Model-837,106010,19,22,4.9,"Stylus Support, Quad Speakers, 10-inch Display",In Stock,2 Years,Blue,"Category: Tablet, Brand: Microsoft, Name: Microsoft Tablet Model-837, Price: ₹106010, Discount Range: 19% - 22%, Rating: 4.9, Features: Stylus Support, Quad Speakers, 10-inch Display, Warranty: 2 Years Years, Color: Blue"
SMA-SAM-6,Smartphone,Samsung,Samsung Smartphone Model-599,115126,18,42,3.7,"Dual SIM, Fast Charging, Water Resistant",In Stock,2 Years,Silver,"Category: Smartphone, Brand: Samsung, Name: Samsung Smartphone Model-599, Price: ₹115126, Discount Range: 18% - 42%, Rating: 3.7, Features: Dual SIM, Fast Charging, Water Resistant, Warranty: 2 Years Years, Color: Silver"
SMA-OPP-6,Smartphone,Oppo,Oppo Smartphone Model-146,29616,13,26,3.8,"5G, Fast Charging, AMOLED Display",In Stock,1 Year,White,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-146, Price: ₹29616, Discount Range: 13% - 26%, Rating: 3.8, Features: 5G, Fast Charging, AMOLED Display, Warranty: 1 Year Years, Color: White"
TAB-SAM-9,Tablet,Samsung,Samsung Tablet Model-140,77793,10,38,4.6,"Detachable Keyboard, Quad Speakers, Long Battery Life",In Stock,3 Years,Black,"Category: Tablet, Brand: Samsung, Name: Samsung Tablet Model-140, Price: ₹77793, Discount Range: 10% - 38%, Rating: 4.6, Features: Detachable Keyboard, Quad Speakers, Long Battery Life, Warranty: 3 Years Years, Color: Black"
SMA-OPP-12,Smartphone,Oppo,Oppo Smartphone Model-256,80443,14,40,3.1,"AMOLED Display, 5G, Water Resistant",Out of Stock,1 Year,Blue,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-256, Price: ₹80443, Discount Range: 14% - 40%, Rating: 3.1, Features: AMOLED Display, 5G, Water Resistant, Warranty: 1 Year Years, Color: Blue"
SMA-XIA-3,Smartphone,Xiaomi,Xiaomi Smartphone Model-131,147549,16,37,4.9,"Water Resistant, Dual SIM, Fast Charging",In Stock,3 Years,Red,"Category: Smartphone, Brand: Xiaomi, Name: Xiaomi Smartphone Model-131, Price: ₹147549, Discount Range: 16% - 37%, Rating: 4.9, Features: Water Resistant, Dual SIM, Fast Charging, Warranty: 3 Years Years, Color: Red"
TAB-LEN-10,Tablet,Lenovo,Lenovo Tablet Model-826,44640,16,50,3.3,"10-inch Display, Long Battery Life, Quad Speakers",In Stock,3 Years,Red,"Category: Tablet, Brand: Lenovo, Name: Lenovo Tablet Model-826, Price: ₹44640, Discount Range: 16% - 50%, Rating: 3.3, Features: 10-inch Display, Long Battery Life, Quad Speakers, Warranty: 3 Years Years, Color: Red"
HEA-SEN-14,Headphones,Sennheiser,Sennheiser Headphones Model-518,133068,5,46,4.0,"Wireless, Foldable, Bass Boost",In Stock,3 Years,Red,"Category: Headphones, Brand: Sennheiser, Name: Sennheiser Headphones Model-518, Price: ₹133068, Discount Range: 5% - 46%, Rating: 4.0, Features: Wireless, Foldable, Bass Boost, Warranty: 3 Years Years, Color: Red"
SMA-GAR-7,Smartwatch,Garmin,Garmin Smartwatch Model-316,146643,9,23,4.5,"Heart Rate Monitor, Fitness Tracking, GPS",In Stock,1 Year,Blue,"Category: Smartwatch, Brand: Garmin, Name: Garmin Smartwatch Model-316, Price: ₹146643, Discount Range: 9% - 23%, Rating: 4.5, Features: Heart Rate Monitor, Fitness Tracking, GPS, Warranty: 1 Year Years, Color: Blue"
SMA-FOS-1,Smartwatch,Fossil,Fossil Smartwatch Model-528,12290,13,23,4.2,"Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor",In Stock,2 Years,Black,"Category: Smartwatch, Brand: Fossil, Name: Fossil Smartwatch Model-528, Price: ₹12290, Discount Range: 13% - 23%, Rating: 4.2, Features: Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor, Warranty: 2 Years Years, Color: Black"
HEA-SON-8,Headphones,Sony,Sony Headphones Model-372,69254,11,21,3.1,"Wireless, Noise Cancellation, Bass Boost",Out of Stock,3 Years,Black,"Category: Headphones, Brand: Sony, Name: Sony Headphones Model-372, Price: ₹69254, Discount Range: 11% - 21%, Rating: 3.1, Features: Wireless, Noise Cancellation, Bass Boost, Warranty: 3 Years Years, Color: Black"
SMA-SAM-12,Smartwatch,Samsung,Samsung Smartwatch Model-907,121774,16,35,3.4,"Customizable Watch Faces, Fitness Tracking, GPS",Out of Stock,1 Year,Silver,"Category: Smartwatch, Brand: Samsung, Name: Samsung Smartwatch Model-907, Price: ₹121774, Discount Range: 16% - 35%, Rating: 3.4, Features: Customizable Watch Faces, Fitness Tracking, GPS, Warranty: 1 Year Years, Color: Silver"
SMA-SAM-4,Smartphone,Samsung,Samsung Smartphone Model-708,148562,15,29,4.8,"Dual SIM, 5G, Fast Charging",Out of Stock,2 Years,Blue,"Category: Smartphone, Brand: Samsung, Name: Samsung Smartphone Model-708, Price: ₹148562, Discount Range: 15% - 29%, Rating: 4.8, Features: Dual SIM, 5G, Fast Charging, Warranty: 2 Years Years, Color: Blue"
HEA-SEN-13,Headphones,Sennheiser,Sennheiser Headphones Model-107,117820,6,28,4.7,"Noise Cancellation, Bass Boost, Waterproof",Out of Stock,3 Years,Silver,"Category: Headphones, Brand: Sennheiser, Name: Sennheiser Headphones Model-107, Price: ₹117820, Discount Range: 6% - 28%, Rating: 4.7, Features: Noise Cancellation, Bass Boost, Waterproof, Warranty: 3 Years Years, Color: Silver"
HEA-JBL-10,Headphones,JBL,JBL Headphones Model-714,85898,11,43,3.8,"Foldable, Wireless, Noise Cancellation",In Stock,3 Years,White,"Category: Headphones, Brand: JBL, Name: JBL Headphones Model-714, Price: ₹85898, Discount Range: 11% - 43%, Rating: 3.8, Features: Foldable, Wireless, Noise Cancellation, Warranty: 3 Years Years, Color: White"
SMA-OPP-2,Smartphone,Oppo,Oppo Smartphone Model-153,148268,14,46,4.7,"AMOLED Display, Water Resistant, Fast Charging",In Stock,3 Years,Silver,"Category: Smartphone, Brand: Oppo, Name: Oppo Smartphone Model-153, Price: ₹148268, Discount Range: 14% - 46%, Rating: 4.7, Features: AMOLED Display, Water Resistant, Fast Charging, Warranty: 3 Years Years, Color: Silver"
SMA-APP-2,Smartphone,Apple,Apple Smartphone Model-593,46129,16,44,3.1,"5G, Water Resistant, Fast Charging",In Stock,3 Years,Blue,"Category: Smartphone, Brand: Apple, Name: Apple Smartphone Model-593, Price: ₹46129, Discount Range: 16% - 44%, Rating: 3.1, Features: 5G, Water Resistant, Fast Charging, Warranty: 3 Years Years, Color: Blue"
