ProductID,ProductCategory,ProductBrand,ProductName,ProductPrice,MinDiscount,MaxDiscount,Rating,Features,StockAvailability,WarrantyPeriod,Color
HEA-BOS-6,Headphones,Bose,Bose Headphones Model-375,112582,20,46,4.2,"Bass Boost, Foldable, Noise Cancellation",In Stock,2 Years,Blue
SMA-XIA-6,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-674,9389,6,46,3.5,"Heart Rate Monitor, GPS, Waterproof",In Stock,1 Year,Red
TAB-MIC-4,Tablet,Microsoft,Microsoft Tablet Model-837,106010,19,22,4.9,"Stylus Support, Quad Speakers, 10-inch Display",In Stock,2 Years,Blue
SMA-SAM-6,Smartphone,Samsung,Samsung Smartphone Model-599,115126,18,42,3.7,"Dual SIM, Fast Charging, Water Resistant",In Stock,2 Years,Silver
SMA-OPP-6,Smartphone,Oppo,Oppo Smartphone Model-146,29616,13,26,3.8,"5G, Fast Charging, AMOLED Display",In Stock,1 Year,White
TAB-SAM-9,Tablet,Samsung,Samsung Tablet Model-140,77793,10,38,4.6,"Detachable Keyboard, Quad Speakers, Long Battery Life",In Stock,3 Years,Black
SMA-OPP-12,Smartphone,Oppo,Oppo Smartphone Model-256,80443,14,40,3.1,"AMOLED Display, 5G, Water Resistant",Out of Stock,1 Year,Blue
SMA-XIA-3,Smartphone,Xiaomi,Xiaomi Smartphone Model-131,147549,16,37,4.9,"Water Resistant, Dual SIM, Fast Charging",In Stock,3 Years,Red
TAB-LEN-10,Tablet,Lenovo,Lenovo Tablet Model-826,44640,16,50,3.3,"10-inch Display, Long Battery Life, Quad Speakers",In Stock,3 Years,Red
HEA-SEN-14,Headphones,Sennheiser,Sennheiser Headphones Model-518,133068,5,46,4.0,"Wireless, Foldable, Bass Boost",In Stock,3 Years,Red
SMA-GAR-7,Smartwatch,Garmin,Garmin Smartwatch Model-316,146643,9,23,4.5,"Heart Rate Monitor, Fitness Tracking, GPS",In Stock,1 Year,Blue
SMA-FOS-1,Smartwatch,Fossil,Fossil Smartwatch Model-528,12290,13,23,4.2,"Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor",In Stock,2 Years,Black
HEA-SON-8,Headphones,Sony,Sony Headphones Model-372,69254,11,21,3.1,"Wireless, Noise Cancellation, Bass Boost",Out of Stock,3 Years,Black
SMA-SAM-12,Smartwatch,Samsung,Samsung Smartwatch Model-907,121774,16,35,3.4,"Customizable Watch Faces, Fitness Tracking, GPS",Out of Stock,1 Year,Silver
SMA-SAM-4,Smartphone,Samsung,Samsung Smartphone Model-708,148562,15,29,4.8,"Dual SIM, 5G, Fast Charging",Out of Stock,2 Years,Blue
HEA-SEN-13,Headphones,Sennheiser,Sennheiser Headphones Model-107,117820,6,28,4.7,"Noise Cancellation, Bass Boost, Waterproof",Out of Stock,3 Years,Silver
HEA-JBL-10,Headphones,JBL,JBL Headphones Model-714,85898,11,43,3.8,"Foldable, Wireless, Noise Cancellation",In Stock,3 Years,White
SMA-OPP-2,Smartphone,Oppo,Oppo Smartphone Model-153,148268,14,46,4.7,"AMOLED Display, Water Resistant, Fast Charging",In Stock,3 Years,Silver
SMA-APP-2,Smartphone,Apple,Apple Smartphone Model-593,46129,16,44,3.1,"5G, Water Resistant, Fast Charging",In Stock,3 Years,Blue
LAP-HP-9,Laptop,HP,HP Laptop Model-679,58226,5,38,3.2,"SSD Storage, Backlit Keyboard, Touchscreen",Out of Stock,1 Year,Silver
SMA-XIA-1,Smartphone,Xiaomi,Xiaomi Smartphone Model-751,84529,17,33,4.3,"Dual SIM, Fast Charging, 5G",In Stock,3 Years,Silver
HEA-SKU-2,Headphones,Skullcandy,Skullcandy Headphones Model-749,80166,19,28,3.1,"Bass Boost, Waterproof, Noise Cancellation",In Stock,1 Year,Black
TAB-GOO-1,Tablet,Google,Google Tablet Model-963,83110,15,34,4.2,"Detachable Keyboard, 10-inch Display, Stylus Support",In Stock,3 Years,Blue
TAB-MIC-5,Tablet,Microsoft,Microsoft Tablet Model-874,104879,14,31,3.7,"Detachable Keyboard, Quad Speakers, 10-inch Display",Out of Stock,1 Year,Red
SMA-VIV-9,Smartphone,Vivo,Vivo Smartphone Model-913,149103,12,37,4.7,"Fast Charging, Water Resistant, 5G",In Stock,3 Years,Black
TAB-SAM-2,Tablet,Samsung,Samsung Tablet Model-601,73398,11,23,4.4,"Long Battery Life, Quad Speakers, Detachable Keyboard",In Stock,1 Year,White
TAB-SAM-10,Tablet,Samsung,Samsung Tablet Model-396,75500,6,37,3.8,"10-inch Display, Long Battery Life, Quad Speakers",In Stock,1 Year,Silver
SMA-APP-11,Smartwatch,Apple,Apple Smartwatch Model-310,96963,5,32,3.0,"Waterproof, Heart Rate Monitor, Customizable Watch Faces",Out of Stock,3 Years,Red
LAP-LEN-8,Laptop,Lenovo,Lenovo Laptop Model-475,54919,13,30,3.2,"Touchscreen, SSD Storage, Backlit Keyboard",Out of Stock,2 Years,Red
HEA-ANK-4,Headphones,Anker,Anker Headphones Model-232,46114,13,24,4.9,"Noise Cancellation, Bass Boost, Waterproof",Out of Stock,2 Years,Blue
SMA-ONE-3,Smartphone,OnePlus,OnePlus Smartphone Model-777,132029,9,33,3.4,"Fast Charging, Water Resistant, AMOLED Display",In Stock,1 Year,Red
SMA-SAM-8,Smartphone,Samsung,Samsung Smartphone Model-274,126353,14,21,3.6,"5G, AMOLED Display, Dual SIM",Out of Stock,1 Year,Red
TAB-AMA-2,Tablet,Amazon,Amazon Tablet Model-481,127706,16,37,4.9,"Quad Speakers, Detachable Keyboard, 10-inch Display",In Stock,3 Years,Blue
SMA-VIV-4,Smartphone,Vivo,Vivo Smartphone Model-546,60494,18,42,3.8,"Fast Charging, AMOLED Display, 5G",In Stock,1 Year,Black
CAM-PAN-2,Camera,Panasonic,Panasonic Camera Model-567,6761,16,50,4.4,"4K Video, Image Stabilization, WiFi Connectivity",In Stock,2 Years,Silver
HEA-SEN-1,Headphones,Sennheiser,Sennheiser Headphones Model-230,108013,15,29,4.2,"Wireless, Foldable, Noise Cancellation",Out of Stock,1 Year,Blue
HEA-SON-14,Headphones,Sony,Sony Headphones Model-258,28363,14,47,4.8,"Foldable, Wireless, Waterproof",In Stock,2 Years,White
SMA-AMA-2,Smartwatch,Amazfit,Amazfit Smartwatch Model-627,79498,19,50,4.6,"Customizable Watch Faces, Heart Rate Monitor, Fitness Tracking",Out of Stock,3 Years,Blue
CAM-SON-9,Camera,Sony,Sony Camera Model-879,18949,15,40,3.9,"WiFi Connectivity, 4K Video, Touchscreen",Out of Stock,1 Year,Blue
SMA-FOS-9,Smartwatch,Fossil,Fossil Smartwatch Model-419,120786,20,40,3.7,"Heart Rate Monitor, GPS, Fitness Tracking",Out of Stock,1 Year,White
SMA-FIT-2,Smartwatch,Fitbit,Fitbit Smartwatch Model-933,81440,19,22,4.3,"Heart Rate Monitor, Customizable Watch Faces, Fitness Tracking",Out of Stock,3 Years,Blue
HEA-JBL-3,Headphones,JBL,JBL Headphones Model-123,122877,12,28,3.5,"Waterproof, Bass Boost, Wireless",In Stock,1 Year,Silver
HEA-SKU-10,Headphones,Skullcandy,Skullcandy Headphones Model-108,17832,5,29,3.4,"Wireless, Waterproof, Noise Cancellation",Out of Stock,1 Year,Blue
SMA-ONE-10,Smartphone,OnePlus,OnePlus Smartphone Model-582,18846,16,48,3.8,"Dual SIM, 5G, Fast Charging",In Stock,2 Years,Black
CAM-FUJ-6,Camera,Fujifilm,Fujifilm Camera Model-347,50433,20,38,4.4,"High ISO Sensitivity, WiFi Connectivity, Image Stabilization",In Stock,1 Year,Red
LAP-ASU-8,Laptop,Asus,Asus Laptop Model-160,5240,12,40,4.9,"SSD Storage, Lightweight, High-Performance GPU",In Stock,3 Years,Blue
HEA-SKU-9,Headphones,Skullcandy,Skullcandy Headphones Model-359,82284,12,46,4.5,"Bass Boost, Waterproof, Noise Cancellation",Out of Stock,3 Years,White
HEA-BOA-9,Headphones,Boat,Boat Headphones Model-666,52446,12,21,3.4,"Bass Boost, Waterproof, Foldable",In Stock,3 Years,Silver
TAB-GOO-4,Tablet,Google,Google Tablet Model-293,125057,10,39,4.9,"Stylus Support, Quad Speakers, Long Battery Life",Out of Stock,1 Year,Red
SMA-AMA-3,Smartwatch,Amazfit,Amazfit Smartwatch Model-440,122674,5,21,4.3,"Waterproof, Heart Rate Monitor, Customizable Watch Faces",In Stock,2 Years,Red
TAB-SAM-4,Tablet,Samsung,Samsung Tablet Model-337,59575,14,23,3.1,"Stylus Support, Long Battery Life, 10-inch Display",In Stock,1 Year,White
SMA-FIT-6,Smartwatch,Fitbit,Fitbit Smartwatch Model-172,108217,13,36,3.5,"Customizable Watch Faces, Heart Rate Monitor, GPS",In Stock,1 Year,White
TAB-MIC-10,Tablet,Microsoft,Microsoft Tablet Model-308,75212,5,23,4.9,"Quad Speakers, Stylus Support, 10-inch Display",In Stock,3 Years,Blue
LAP-LEN-11,Laptop,Lenovo,Lenovo Laptop Model-549,97517,15,39,3.3,"Touchscreen, Lightweight, SSD Storage",In Stock,1 Year,Red
LAP-DEL-7,Laptop,Dell,Dell Laptop Model-481,69914,10,23,4.7,"Backlit Keyboard, SSD Storage, Touchscreen",In Stock,3 Years,Silver
TAB-APP-7,Tablet,Apple,Apple Tablet Model-289,14604,6,36,3.7,"Long Battery Life, Stylus Support, Quad Speakers",Out of Stock,3 Years,Silver
HEA-JBL-14,Headphones,JBL,JBL Headphones Model-634,79885,7,46,4.3,"Waterproof, Bass Boost, Noise Cancellation",Out of Stock,1 Year,Black
SMA-GAR-5,Smartwatch,Garmin,Garmin Smartwatch Model-473,76327,18,33,3.9,"Fitness Tracking, Heart Rate Monitor, Waterproof",In Stock,3 Years,Red
TAB-GOO-6,Tablet,Google,Google Tablet Model-147,54981,9,28,4.0,"Quad Speakers, Long Battery Life, 10-inch Display",Out of Stock,3 Years,Black
LAP-LEN-1,Laptop,Lenovo,Lenovo Laptop Model-123,34228,13,23,4.4,"Backlit Keyboard, High-Performance GPU, Lightweight",Out of Stock,2 Years,Silver
TAB-AMA-1,Tablet,Amazon,Amazon Tablet Model-720,72703,8,37,3.1,"Stylus Support, Detachable Keyboard, Long Battery Life",In Stock,3 Years,Silver
HEA-JBL-9,Headphones,JBL,JBL Headphones Model-101,73148,18,38,4.5,"Foldable, Bass Boost, Waterproof",In Stock,1 Year,Red
HEA-BOA-1,Headphones,Boat,Boat Headphones Model-348,91665,19,39,3.9,"Foldable, Waterproof, Noise Cancellation",Out of Stock,1 Year,Blue
SMA-ONE-5,Smartphone,OnePlus,OnePlus Smartphone Model-780,21031,20,26,4.3,"Dual SIM, Water Resistant, AMOLED Display",Out of Stock,3 Years,Black
SMA-FOS-7,Smartwatch,Fossil,Fossil Smartwatch Model-195,149232,18,28,4.3,"GPS, Customizable Watch Faces, Fitness Tracking",In Stock,3 Years,White
HEA-JBL-13,Headphones,JBL,JBL Headphones Model-848,28156,12,40,4.4,"Wireless, Foldable, Waterproof",Out of Stock,3 Years,Silver
SMA-AMA-5,Smartwatch,Amazfit,Amazfit Smartwatch Model-316,99900,9,41,4.7,"GPS, Heart Rate Monitor, Customizable Watch Faces",Out of Stock,2 Years,White
CAM-NIK-6,Camera,Nikon,Nikon Camera Model-219,101517,5,41,4.2,"4K Video, High ISO Sensitivity, WiFi Connectivity",Out of Stock,2 Years,Silver
LAP-LEN-7,Laptop,Lenovo,Lenovo Laptop Model-910,54638,10,24,4.1,"Lightweight, High-Performance GPU, Backlit Keyboard",Out of Stock,2 Years,Black
LAP-HP-1,Laptop,HP,HP Laptop Model-745,146150,12,31,3.5,"High-Performance GPU, Touchscreen, Backlit Keyboard",Out of Stock,2 Years,Silver
CAM-NIK-3,Camera,Nikon,Nikon Camera Model-760,30770,11,25,4.7,"High ISO Sensitivity, 4K Video, Touchscreen",Out of Stock,1 Year,Red
LAP-ACE-11,Laptop,Acer,Acer Laptop Model-534,124823,18,43,4.3,"Lightweight, Backlit Keyboard, SSD Storage",Out of Stock,2 Years,Red
HEA-BEA-9,Headphones,Beats,Beats Headphones Model-835,31720,18,28,3.1,"Wireless, Waterproof, Noise Cancellation",In Stock,3 Years,Red
TAB-LEN-9,Tablet,Lenovo,Lenovo Tablet Model-725,43202,16,20,4.9,"Stylus Support, Detachable Keyboard, 10-inch Display",In Stock,3 Years,Blue
LAP-ACE-8,Laptop,Acer,Acer Laptop Model-576,32074,15,32,4.7,"High-Performance GPU, Backlit Keyboard, Touchscreen",Out of Stock,1 Year,Black
HEA-BEA-7,Headphones,Beats,Beats Headphones Model-802,105654,8,23,4.4,"Noise Cancellation, Wireless, Foldable",Out of Stock,3 Years,Black
TAB-GOO-7,Tablet,Google,Google Tablet Model-866,43058,15,20,4.6,"Stylus Support, 10-inch Display, Detachable Keyboard",In Stock,3 Years,Black
SMA-VIV-8,Smartphone,Vivo,Vivo Smartphone Model-800,33151,20,39,3.7,"5G, AMOLED Display, Fast Charging",Out of Stock,2 Years,Blue
SMA-SAM-11,Smartwatch,Samsung,Samsung Smartwatch Model-844,126527,18,47,3.9,"GPS, Heart Rate Monitor, Fitness Tracking",Out of Stock,2 Years,Blue
HEA-SEN-3,Headphones,Sennheiser,Sennheiser Headphones Model-696,142839,19,29,4.7,"Foldable, Wireless, Waterproof",Out of Stock,2 Years,Silver
SMA-FOS-10,Smartwatch,Fossil,Fossil Smartwatch Model-267,22169,16,37,3.8,"Customizable Watch Faces, Heart Rate Monitor, Waterproof",In Stock,2 Years,Black
CAM-OLY-3,Camera,Olympus,Olympus Camera Model-491,112749,8,40,4.7,"WiFi Connectivity, High ISO Sensitivity, Image Stabilization",In Stock,3 Years,Red
SMA-XIA-1,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-495,80583,15,41,3.0,"GPS, Waterproof, Heart Rate Monitor",Out of Stock,2 Years,Black
TAB-SAM-6,Tablet,Samsung,Samsung Tablet Model-472,37951,10,42,4.6,"Long Battery Life, 10-inch Display, Stylus Support",In Stock,1 Year,Black
HEA-BEA-13,Headphones,Beats,Beats Headphones Model-486,6625,6,25,3.9,"Noise Cancellation, Wireless, Foldable",In Stock,1 Year,Red
CAM-NIK-13,Camera,Nikon,Nikon Camera Model-937,17390,20,45,5.0,"4K Video, High ISO Sensitivity, WiFi Connectivity",In Stock,2 Years,Black
LAP-HP-4,Laptop,HP,HP Laptop Model-580,17747,5,50,4.9,"SSD Storage, Lightweight, High-Performance GPU",In Stock,2 Years,Red
HEA-BOA-10,Headphones,Boat,Boat Headphones Model-744,54202,17,50,4.8,"Bass Boost, Foldable, Noise Cancellation",Out of Stock,1 Year,Red
LAP-ASU-4,Laptop,Asus,Asus Laptop Model-478,101976,6,36,4.7,"Lightweight, Touchscreen, Backlit Keyboard",Out of Stock,1 Year,Blue
SMA-GOO-6,Smartphone,Google,Google Smartphone Model-783,60767,11,23,4.4,"Water Resistant, Fast Charging, 5G",Out of Stock,1 Year,Silver
SMA-APP-3,Smartphone,Apple,Apple Smartphone Model-216,111065,9,36,3.4,"AMOLED Display, Dual SIM, 5G",Out of Stock,3 Years,Red
LAP-APP-2,Laptop,Apple,Apple Laptop Model-911,125498,8,26,3.2,"High-Performance GPU, Touchscreen, Lightweight",Out of Stock,3 Years,Black
CAM-GOP-10,Camera,GoPro,GoPro Camera Model-903,118397,7,40,4.5,"WiFi Connectivity, Image Stabilization, High ISO Sensitivity",In Stock,2 Years,Black
HEA-ANK-2,Headphones,Anker,Anker Headphones Model-593,13819,20,40,4.6,"Noise Cancellation, Wireless, Foldable",Out of Stock,1 Year,Blue
HEA-BEA-2,Headphones,Beats,Beats Headphones Model-465,93724,13,31,4.5,"Wireless, Foldable, Waterproof",In Stock,2 Years,Blue
LAP-HP-3,Laptop,HP,HP Laptop Model-777,23636,19,48,3.3,"High-Performance GPU, Lightweight, Backlit Keyboard",Out of Stock,2 Years,Black
HEA-BOS-2,Headphones,Bose,Bose Headphones Model-723,31794,12,35,4.0,"Wireless, Bass Boost, Noise Cancellation",Out of Stock,1 Year,Silver
SMA-SAM-7,Smartwatch,Samsung,Samsung Smartwatch Model-702,52063,11,45,4.8,"GPS, Waterproof, Customizable Watch Faces",In Stock,3 Years,White
SMA-GAR-2,Smartwatch,Garmin,Garmin Smartwatch Model-626,103751,13,30,3.4,"GPS, Waterproof, Fitness Tracking",Out of Stock,2 Years,Red
LAP-MSI-9,Laptop,MSI,MSI Laptop Model-716,54534,8,28,4.0,"Lightweight, SSD Storage, High-Performance GPU",Out of Stock,2 Years,Black
SMA-ONE-12,Smartphone,OnePlus,OnePlus Smartphone Model-273,132210,18,41,3.3,"Dual SIM, Water Resistant, Fast Charging",In Stock,1 Year,Blue
SMA-FOS-4,Smartwatch,Fossil,Fossil Smartwatch Model-442,102164,15,45,4.6,"Fitness Tracking, Heart Rate Monitor, Waterproof",In Stock,2 Years,Black
SMA-SAM-5,Smartphone,Samsung,Samsung Smartphone Model-206,64444,14,41,4.2,"Dual SIM, AMOLED Display, Fast Charging",Out of Stock,2 Years,White
SMA-APP-5,Smartphone,Apple,Apple Smartphone Model-875,114899,14,20,3.7,"AMOLED Display, Fast Charging, Dual SIM",Out of Stock,3 Years,Silver
LAP-MSI-12,Laptop,MSI,MSI Laptop Model-847,136216,12,32,4.9,"Touchscreen, Backlit Keyboard, Lightweight",In Stock,2 Years,Black
HEA-SON-6,Headphones,Sony,Sony Headphones Model-389,7965,20,20,3.9,"Wireless, Waterproof, Bass Boost",Out of Stock,2 Years,Black
LAP-ASU-11,Laptop,Asus,Asus Laptop Model-676,49133,19,24,3.5,"SSD Storage, High-Performance GPU, Touchscreen",Out of Stock,3 Years,White
TAB-APP-2,Tablet,Apple,Apple Tablet Model-622,96957,12,43,4.6,"Long Battery Life, Detachable Keyboard, 10-inch Display",In Stock,1 Year,White
HEA-BOS-11,Headphones,Bose,Bose Headphones Model-145,101012,18,28,4.9,"Bass Boost, Foldable, Noise Cancellation",In Stock,3 Years,Silver
LAP-DEL-14,Laptop,Dell,Dell Laptop Model-169,27253,9,31,3.2,"Backlit Keyboard, Lightweight, Touchscreen",Out of Stock,2 Years,Silver
HEA-BOS-10,Headphones,Bose,Bose Headphones Model-264,8307,19,44,3.1,"Waterproof, Wireless, Noise Cancellation",Out of Stock,2 Years,White
CAM-FUJ-7,Camera,Fujifilm,Fujifilm Camera Model-132,24215,10,41,4.4,"4K Video, High ISO Sensitivity, Image Stabilization",Out of Stock,3 Years,Red
LAP-APP-5,Laptop,Apple,Apple Laptop Model-926,84698,7,27,4.0,"SSD Storage, High-Performance GPU, Backlit Keyboard",In Stock,2 Years,Silver
SMA-OPP-5,Smartphone,Oppo,Oppo Smartphone Model-628,68379,8,39,4.5,"Water Resistant, Dual SIM, Fast Charging",In Stock,1 Year,Blue
LAP-APP-4,Laptop,Apple,Apple Laptop Model-913,70012,19,36,3.5,"Touchscreen, SSD Storage, Backlit Keyboard",In Stock,2 Years,Silver
TAB-MIC-1,Tablet,Microsoft,Microsoft Tablet Model-888,119701,6,47,3.8,"Stylus Support, Quad Speakers, Detachable Keyboard",In Stock,3 Years,Blue
SMA-VIV-3,Smartphone,Vivo,Vivo Smartphone Model-969,39508,10,23,4.9,"AMOLED Display, Dual SIM, 5G",In Stock,3 Years,White
SMA-GOO-4,Smartphone,Google,Google Smartphone Model-337,142802,7,30,3.5,"AMOLED Display, Water Resistant, 5G",Out of Stock,3 Years,Blue
SMA-SAM-6,Smartwatch,Samsung,Samsung Smartwatch Model-929,115488,11,38,3.8,"Waterproof, Customizable Watch Faces, Heart Rate Monitor",Out of Stock,3 Years,Blue
HEA-ANK-7,Headphones,Anker,Anker Headphones Model-439,88044,16,46,4.9,"Noise Cancellation, Wireless, Bass Boost",Out of Stock,1 Year,White
SMA-OPP-7,Smartphone,Oppo,Oppo Smartphone Model-871,118193,15,22,3.4,"5G, AMOLED Display, Fast Charging",In Stock,2 Years,Red
LAP-ACE-7,Laptop,Acer,Acer Laptop Model-690,123533,16,35,4.6,"SSD Storage, High-Performance GPU, Lightweight",Out of Stock,3 Years,Red
SMA-APP-7,Smartwatch,Apple,Apple Smartwatch Model-574,35846,13,31,4.3,"Customizable Watch Faces, GPS, Fitness Tracking",Out of Stock,3 Years,Silver
SMA-VIV-13,Smartphone,Vivo,Vivo Smartphone Model-780,52159,12,42,4.8,"AMOLED Display, 5G, Fast Charging",In Stock,2 Years,Black
HEA-JBL-12,Headphones,JBL,JBL Headphones Model-316,85588,18,43,3.7,"Noise Cancellation, Foldable, Waterproof",Out of Stock,3 Years,Red
TAB-HUA-6,Tablet,Huawei,Huawei Tablet Model-464,16544,14,28,3.7,"Quad Speakers, Long Battery Life, Stylus Support",Out of Stock,2 Years,Silver
SMA-VIV-7,Smartphone,Vivo,Vivo Smartphone Model-873,100898,19,22,4.4,"Fast Charging, AMOLED Display, Water Resistant",In Stock,1 Year,White
LAP-MSI-11,Laptop,MSI,MSI Laptop Model-445,34928,15,50,4.3,"Touchscreen, Lightweight, SSD Storage",Out of Stock,2 Years,Red
SMA-APP-9,Smartwatch,Apple,Apple Smartwatch Model-707,29081,12,20,3.7,"Customizable Watch Faces, GPS, Waterproof",Out of Stock,2 Years,Silver
LAP-MIC-9,Laptop,Microsoft,Microsoft Laptop Model-819,63888,15,44,3.7,"Backlit Keyboard, Touchscreen, High-Performance GPU",Out of Stock,1 Year,Red
LAP-ASU-6,Laptop,Asus,Asus Laptop Model-506,97615,5,41,4.4,"SSD Storage, Touchscreen, Lightweight",Out of Stock,1 Year,Black
SMA-REA-8,Smartphone,Realme,Realme Smartphone Model-925,6386,7,45,3.3,"Dual SIM, Water Resistant, Fast Charging",In Stock,1 Year,Red
HEA-JBL-2,Headphones,JBL,JBL Headphones Model-203,149455,18,46,3.5,"Bass Boost, Wireless, Foldable",In Stock,1 Year,White
SMA-GAR-11,Smartwatch,Garmin,Garmin Smartwatch Model-463,74129,18,43,4.1,"Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor",In Stock,3 Years,Red
LAP-DEL-13,Laptop,Dell,Dell Laptop Model-432,98406,9,40,3.3,"SSD Storage, Backlit Keyboard, Lightweight",In Stock,2 Years,Black
TAB-AMA-8,Tablet,Amazon,Amazon Tablet Model-360,72135,14,29,4.7,"Quad Speakers, Detachable Keyboard, Stylus Support",In Stock,1 Year,Silver
SMA-FIT-8,Smartwatch,Fitbit,Fitbit Smartwatch Model-791,132407,18,22,4.1,"GPS, Heart Rate Monitor, Fitness Tracking",Out of Stock,1 Year,Red
CAM-GOP-8,Camera,GoPro,GoPro Camera Model-918,40351,16,46,4.4,"WiFi Connectivity, Image Stabilization, 4K Video",Out of Stock,1 Year,Blue
LAP-MIC-1,Laptop,Microsoft,Microsoft Laptop Model-325,86899,11,33,3.5,"Touchscreen, Lightweight, High-Performance GPU",Out of Stock,2 Years,Blue
TAB-APP-9,Tablet,Apple,Apple Tablet Model-240,105258,19,43,3.4,"10-inch Display, Detachable Keyboard, Stylus Support",Out of Stock,1 Year,White
SMA-FIT-10,Smartwatch,Fitbit,Fitbit Smartwatch Model-973,125918,10,46,3.9,"Waterproof, Heart Rate Monitor, GPS",In Stock,2 Years,White
HEA-SKU-11,Headphones,Skullcandy,Skullcandy Headphones Model-514,131037,12,21,4.4,"Noise Cancellation, Waterproof, Foldable",Out of Stock,3 Years,Black
HEA-BEA-8,Headphones,Beats,Beats Headphones Model-782,116963,13,28,4.6,"Wireless, Waterproof, Bass Boost",Out of Stock,3 Years,Silver
TAB-SAM-1,Tablet,Samsung,Samsung Tablet Model-513,98318,19,30,4.5,"Detachable Keyboard, Quad Speakers, Long Battery Life",In Stock,3 Years,Red
SMA-VIV-10,Smartphone,Vivo,Vivo Smartphone Model-906,78131,6,45,4.2,"AMOLED Display, Fast Charging, 5G",In Stock,1 Year,White
CAM-LEI-7,Camera,Leica,Leica Camera Model-432,35350,19,30,3.0,"Image Stabilization, WiFi Connectivity, 4K Video",In Stock,1 Year,White
CAM-SON-3,Camera,Sony,Sony Camera Model-813,31164,11,25,4.2,"High ISO Sensitivity, 4K Video, Touchscreen",In Stock,1 Year,Blue
CAM-SON-10,Camera,Sony,Sony Camera Model-269,140352,17,45,3.1,"4K Video, Touchscreen, WiFi Connectivity",Out of Stock,2 Years,Red
SMA-HUA-10,Smartwatch,Huawei,Huawei Smartwatch Model-294,95366,7,32,4.0,"Customizable Watch Faces, Heart Rate Monitor, GPS",Out of Stock,2 Years,White
TAB-LEN-1,Tablet,Lenovo,Lenovo Tablet Model-472,106855,16,43,3.2,"Stylus Support, Long Battery Life, Detachable Keyboard",In Stock,1 Year,Red
SMA-GAR-6,Smartwatch,Garmin,Garmin Smartwatch Model-465,16648,15,44,3.6,"Fitness Tracking, Heart Rate Monitor, GPS",Out of Stock,2 Years,Silver
SMA-FIT-7,Smartwatch,Fitbit,Fitbit Smartwatch Model-880,54062,10,34,4.4,"Waterproof, Heart Rate Monitor, GPS",Out of Stock,1 Year,Red
TAB-APP-4,Tablet,Apple,Apple Tablet Model-248,83099,7,37,3.1,"Stylus Support, 10-inch Display, Long Battery Life",Out of Stock,2 Years,Blue
LAP-ACE-1,Laptop,Acer,Acer Laptop Model-303,36524,8,26,3.4,"Touchscreen, Backlit Keyboard, Lightweight",Out of Stock,2 Years,White
HEA-SEN-10,Headphones,Sennheiser,Sennheiser Headphones Model-117,50434,9,43,4.6,"Noise Cancellation, Waterproof, Wireless",Out of Stock,2 Years,Silver
CAM-LEI-8,Camera,Leica,Leica Camera Model-902,42449,9,28,5.0,"Image Stabilization, High ISO Sensitivity, Touchscreen",Out of Stock,3 Years,White
SMA-XIA-2,Smartphone,Xiaomi,Xiaomi Smartphone Model-243,59037,14,36,4.8,"AMOLED Display, Fast Charging, Dual SIM",Out of Stock,1 Year,White
CAM-NIK-2,Camera,Nikon,Nikon Camera Model-994,66399,13,45,4.3,"Touchscreen, WiFi Connectivity, Image Stabilization",In Stock,2 Years,Red
SMA-FOS-11,Smartwatch,Fossil,Fossil Smartwatch Model-387,37465,16,20,4.4,"Fitness Tracking, Heart Rate Monitor, Waterproof",In Stock,1 Year,Black
SMA-GAR-9,Smartwatch,Garmin,Garmin Smartwatch Model-829,13711,6,29,4.2,"Waterproof, Fitness Tracking, Heart Rate Monitor",Out of Stock,3 Years,Blue
SMA-XIA-8,Smartphone,Xiaomi,Xiaomi Smartphone Model-871,67243,5,36,3.2,"Fast Charging, AMOLED Display, 5G",In Stock,3 Years,Black
LAP-HP-5,Laptop,HP,HP Laptop Model-760,113467,8,35,3.6,"High-Performance GPU, Lightweight, Backlit Keyboard",Out of Stock,3 Years,White
TAB-MIC-3,Tablet,Microsoft,Microsoft Tablet Model-848,13462,12,22,4.7,"Detachable Keyboard, 10-inch Display, Long Battery Life",Out of Stock,2 Years,Silver
SMA-APP-10,Smartwatch,Apple,Apple Smartwatch Model-376,73002,7,35,4.6,"Customizable Watch Faces, GPS, Waterproof",Out of Stock,2 Years,White
HEA-BEA-11,Headphones,Beats,Beats Headphones Model-759,89393,20,23,4.2,"Waterproof, Wireless, Noise Cancellation",Out of Stock,1 Year,White
SMA-VIV-14,Smartphone,Vivo,Vivo Smartphone Model-776,115912,6,45,3.4,"Dual SIM, Fast Charging, Water Resistant",In Stock,3 Years,Red
CAM-NIK-12,Camera,Nikon,Nikon Camera Model-376,145643,9,37,3.2,"High ISO Sensitivity, Image Stabilization, WiFi Connectivity",In Stock,1 Year,Blue
HEA-BOA-8,Headphones,Boat,Boat Headphones Model-592,82180,6,38,4.2,"Bass Boost, Wireless, Noise Cancellation",In Stock,3 Years,White
CAM-CAN-6,Camera,Canon,Canon Camera Model-318,27362,11,25,4.6,"Touchscreen, WiFi Connectivity, High ISO Sensitivity",Out of Stock,3 Years,Silver
